Accident_ID,Area,Date,Time,Vehicle_Type,Driver_Age,Cause,Injuries,Deaths,Weather
1095,t nagar,2023-09-12 00:00:00,24:45,bus ,22.0,overspeed,-1,3,Clear
1054,T Nagar,2023-01-14 00:00:00,3:20,Truck,22.0,,2,1,
1003,,2023-10-20 00:00:00,,,30.0,overspeed,3,0,
1098,T Nagar,2022-06-18 00:00:00,14:65,Bus,15.0,,2,1,Cloudy
1025,Adyar,2023-10-26 00:00:00,,,22.0,Signal Jump,5,-1,Rainy
1041,,2024-04-16 00:00:00,5:10, truck,17.0,Signal Jump,4,1,Clear
1014,Tambaram,2022-04-14 00:00:00,17:29,bike,45.0,overspeed,-1,-1,Cloudy
1073,Chromepet,2022-05-13 00:00:00,24:56,Bus,17.0,Signal Jump,2,3,RAINY
1071,Porur,,24:56,AUTO,,overspeed,3,-1,RAINY
1038,Chromepet,,24:23,Auto,120.0,Drunk Driving,5,1,RAINY
1049,Guindy,08-04-2022,5:63,Truck,45.0,Drunk Driving,2,-1,Rainy
1022,Velachery,2024-06-19 00:00:00,0:66,Bus,17.0,overspeed,3,2,RAINY
1097,OMR,2023-06-09 00:00:00,24:20,Bus,17.0,overspeed,4,1,Rainy
1047,Porur,2024-03-11 00:00:00,4:46,CAR,,,0,1,Cloudy
1031,Perungudi,2023-11-22 00:00:00,10:67,bus ,22.0,Distracted Driving,2,0,RAINY
1046,Velachery,2022-02-17 00:00:00,18:3,bus ,60.0,signal jump,4,-1,Cloudy
1098,Porur,2022-10-05 00:00:00,,Bike,15.0,Over Speed,0,3,Rainy
1005,,03-12-2022,24:63,AUTO,45.0,,5,0,Clear
1014,guindy,2023-01-27 00:00:00,15:1,Bike,30.0,overspeed,4,-1,Rainy
1076,Tambaram,,10:23,,60.0,Drunk Driving,1,0,RAINY
1016,,2022-11-30 00:00:00,23:33,bus ,22.0,Over Speed,4,1,
1092,OMR,2022-11-15 00:00:00,,AUTO,60.0,Signal Jump,2,2,Clear
1020,   Anna Nagar,2022-02-04 00:00:00,,Bike,120.0,overspeed,5,2,clear
1082,Chromepet,2022-10-14 00:00:00,16:27,Car,17.0,Drunk Driving,0,3,clear
1009,Chromepet,2024-02-22 00:00:00,20:29,,,,0,0,Cloudy
1056,guindy,2023-05-20 00:00:00,24:60,bus ,17.0,Wrong Turn,4,-1,Cloudy
1037,Guindy,14-06-2023,15:24,bus ,120.0,overspeed,4,2,Cloudy
1098,guindy,2024-01-14 00:00:00,4:31,Truck,,signal jump,-1,1,
1006,VELACHERY,2022-06-11 00:00:00,5:52,,17.0,Drunk Driving,5,3,Cloudy
1030,Chromepet,2022-03-10 00:00:00,19:11, truck,120.0,,-1,-1,Clear
1067,Guindy,,24:17,bike,22.0,Over Speed,2,2,Rainy
1071,   Anna Nagar,2022-05-10 00:00:00,9:29,,120.0,overspeed,5,3,clear
1070,Tambaram,2022-08-30 00:00:00,,AUTO,15.0,Wrong Turn,-1,0,Rainy
1053,t nagar,2023-11-13 00:00:00,10:61,Auto,17.0,Over Speed,2,3,Cloudy
1056,   Anna Nagar,2024-01-05 00:00:00,16:1,Car,30.0,Wrong Turn,3,0,
1013,Tambaram,2022-07-22 00:00:00,17:34,Bike,15.0,,3,-1,clear
1010,Tambaram,2023-02-16 00:00:00,5:34,Truck,120.0,,1,3,
1060,VELACHERY,2024-02-23 00:00:00,15:45,bike,,Over Speed,-1,0,Rainy
1033,T Nagar,2023-12-25 00:00:00,1:66,AUTO,60.0,Wrong Turn,-1,3,Cloudy
1042,Velachery,01-12-2023,5:70,,45.0,,4,2,RAINY
1000,Velachery,2024-01-17 00:00:00,4:66,Car,60.0,,1,-1,Clear
1088,   Anna Nagar,2023-12-02 00:00:00,7:55,Car,15.0,Drunk Driving,5,2,Clear
1054,Guindy,,10:20,Bus,17.0,Wrong Turn,1,-1,
1056,Perungudi,2022-07-16 00:00:00,22:49,bike,17.0,signal jump,3,-1,Clear
1036,Porur,2023-04-03 00:00:00,22:28,,22.0,Signal Jump,-1,1,Cloudy
1087,guindy,,2:37, truck,17.0,Wrong Turn,1,2,RAINY
1066,Anna Nagar,2024-03-10 00:00:00,18:5,,22.0,,2,-1,Rainy
1005,Perungudi,2022-01-24 00:00:00,3:58,Car,120.0,overspeed,1,1,clear
1055,   Anna Nagar,2022-09-13 00:00:00,20:36, truck,120.0,,1,2,Clear
1017,VELACHERY,2022-01-22 00:00:00,20:46,bus ,22.0,Signal Jump,1,0,Clear
1001,Velachery,14-02-2023,0:59,CAR,,overspeed,2,-1,RAINY
1073,VELACHERY,,8:27,,120.0,overspeed,0,2,Rainy
1051,Porur,2023-06-18 00:00:00,9:64,bus ,60.0,Over Speed,4,-1,Rainy
1077,Perungudi,2022-06-16 00:00:00,4:22,AUTO,45.0,Over Speed,-1,2,Clear
1013,,2023-07-19 00:00:00,25:26,bike,17.0,Over Speed,0,3,clear
1097,Chromepet,2023-03-15 00:00:00,18:1,bike,22.0,Signal Jump,5,0,
1007,,2023-12-12 00:00:00,15:29,bike,15.0,Wrong Turn,5,3,
1026,VELACHERY,2023-01-11 00:00:00,21:49,bike,30.0,Signal Jump,-1,3,Rainy
1010,Adyar,2024-04-27 00:00:00,0:5,bike,60.0,,1,3,RAINY
1038,OMR,2022-09-18 00:00:00,19:39,Bus,30.0,Distracted Driving,5,-1,
1009,T Nagar,2023-06-05 00:00:00,,,15.0,Distracted Driving,3,1,Cloudy
1098,Guindy,2022-12-04 00:00:00,8:64, truck,60.0,Signal Jump,5,-1,Clear
1038,Tambaram,2024-06-02 00:00:00,6:46,bike,120.0,Over Speed,1,-1,Rainy
1054,Porur,2022-02-21 00:00:00,20:45,Bike,60.0,,-1,3,
1058,guindy,2022-05-13 00:00:00,17:0,AUTO,30.0,Signal Jump,4,-1,
1033,Porur,2023-12-17 00:00:00,1:25, truck,22.0,,5,2,
1022,Porur,03-12-2023,7:70,Bus,45.0,,4,0,
1090,OMR,2023-02-18 00:00:00,21:29,CAR,15.0,Distracted Driving,-1,0,Rainy
1072,Velachery,2024-04-26 00:00:00,11:53,CAR,15.0,Signal Jump,-1,1,clear
1054,Tambaram,2022-07-07 00:00:00,23:22,Car,,Over Speed,3,3,clear
1067,VELACHERY,,25:36,bus ,15.0,Drunk Driving,0,0,Clear
1040,t nagar,2023-01-23 00:00:00,,Bike,120.0,signal jump,0,3,Cloudy
1092,Anna Nagar,2022-03-22 00:00:00,7:20, truck,30.0,Distracted Driving,-1,0,RAINY
1047,   Anna Nagar,2022-10-15 00:00:00,19:62,Bus,45.0,Over Speed,0,-1,
1047,,2023-02-06 00:00:00,3:24,Auto,120.0,Wrong Turn,4,3,Rainy
1002,VELACHERY,,12:65,CAR,15.0,Drunk Driving,2,-1,Cloudy
1023,Tambaram,,5:29,bike,17.0,signal jump,1,2,Clear
1031,Velachery,08-10-2023,4:36,Bike,45.0,Over Speed,4,0,RAINY
1065,Tambaram,,2:27,Bike,120.0,,0,0,clear
1056,Adyar,2024-01-29 00:00:00,1:40,,17.0,signal jump,4,1,RAINY
1036,OMR,07-07-2023,15:27,Car,45.0,Signal Jump,-1,3,
1087,t nagar,2024-03-09 00:00:00,,bus ,17.0,Over Speed,1,2,Cloudy
1004,Anna Nagar,2023-02-16 00:00:00,16:43,Truck,22.0,signal jump,2,-1,
1078,Anna Nagar,2023-09-15 00:00:00,23:51,bus ,30.0,Drunk Driving,-1,3,clear
1099,,10-09-2022,12:54,Auto,17.0,Wrong Turn,2,3,Clear
1059,Anna Nagar,2023-12-10 00:00:00,8:51, truck,45.0,Signal Jump,0,-1,Rainy
1086,Velachery,2024-03-06 00:00:00,20:39, truck,,Wrong Turn,1,1,RAINY
1030,Guindy,2023-06-14 00:00:00,20:16,,22.0,Over Speed,0,0,
1044,Adyar,2023-07-14 00:00:00,1:31,bus ,17.0,,3,2,Rainy
1004,Perungudi,2023-06-16 00:00:00,15:49,Truck,,signal jump,4,3,
1087,,21-01-2024,21:19,Car,60.0,Distracted Driving,2,-1,Rainy
1037,   Anna Nagar,2023-05-23 00:00:00,10:47,bus ,120.0,,1,0,
1066,Anna Nagar,2023-07-19 00:00:00,11:14,bus ,,Drunk Driving,4,2,
1059,Velachery,2022-01-11 00:00:00,23:51,,45.0,Over Speed,2,-1,
1035,Adyar,2022-02-13 00:00:00,20:8,bus ,60.0,overspeed,4,3,Clear
1066,guindy,2023-12-26 00:00:00,,Bike,17.0,Drunk Driving,1,1,RAINY
1057,   Anna Nagar,2024-03-23 00:00:00,23:13,,120.0,Distracted Driving,3,2,Clear
1058,Porur,2022-07-29 00:00:00,,Auto,60.0,overspeed,5,-1,Cloudy
1000,guindy,2022-07-07 00:00:00,12:54,Auto,15.0,signal jump,5,0,
1052,Adyar,2023-12-26 00:00:00,3:26,Truck,120.0,overspeed,1,-1,Rainy
1007,Anna Nagar,2023-03-31 00:00:00,3:50,Bus,45.0,Distracted Driving,-1,2,
1029,t nagar,2024-06-05 00:00:00,,Auto,30.0,Wrong Turn,3,1,Cloudy
1042,,2022-07-13 00:00:00,9:29,Bus,60.0,Distracted Driving,5,0,RAINY
1072,guindy,2022-02-14 00:00:00,7:58,bike,120.0,,5,0,Clear
1080,,2022-09-27 00:00:00,8:15,Bus,,Drunk Driving,1,-1,Clear
1007,Porur,2023-12-13 00:00:00,1:15,AUTO,,Drunk Driving,4,3,clear
1032,Guindy,03-03-2022,3:1,Bus,15.0,Signal Jump,2,1,RAINY
1084,Velachery,2023-12-14 00:00:00,20:14,,17.0,Distracted Driving,1,0,RAINY
1075,,2024-05-13 00:00:00,6:65, truck,15.0,Distracted Driving,1,2,Clear
1012,guindy,2022-08-03 00:00:00,6:25,bus ,17.0,,-1,2,Rainy
1080,Guindy,05-01-2024,,,60.0,,0,0,Cloudy
1096,guindy,2023-11-19 00:00:00,10:64,Bus,15.0,overspeed,4,1,clear
1073,Chromepet,2022-03-31 00:00:00,3:43,Car,15.0,,-1,2,
1065,Adyar,2024-02-03 00:00:00,10:0,bike,15.0,Drunk Driving,1,-1,
1037,Porur,2024-02-08 00:00:00,23:58,Truck,30.0,,0,3,
1072,Adyar,2022-08-27 00:00:00,5:19,bus ,60.0,,1,2,
1039,OMR,2022-06-04 00:00:00,17:30,AUTO,60.0,,-1,0,Rainy
1030,guindy,2023-02-15 00:00:00,21:14,bus ,17.0,Signal Jump,2,2,Cloudy
1039,Guindy,2022-02-04 00:00:00,15:5,,15.0,Wrong Turn,0,1,Cloudy
1069,Adyar,2023-05-30 00:00:00,1:13,Auto,17.0,Drunk Driving,1,0,Rainy
1039,Anna Nagar,2023-05-30 00:00:00,20:54,Bike,120.0,Signal Jump,2,3,clear
1096,,2022-08-23 00:00:00,14:52,,,Signal Jump,2,0,Clear
1057,,,3:52,,15.0,,5,2,clear
1098,Guindy,,10:44,,120.0,Wrong Turn,3,3,
1024,guindy,,25:5,Bus,,,5,-1,Clear
1007,,,2:12,CAR,45.0,overspeed,0,2,Cloudy
1083,   Anna Nagar,2023-06-06 00:00:00,5:17,bike,,,0,3,Rainy
1041,Adyar,2023-01-11 00:00:00,,,22.0,signal jump,4,3,clear
1019,Porur,2024-05-08 00:00:00,21:36,CAR,,,0,0,
1024,guindy,2023-02-27 00:00:00,4:68,bus ,60.0,,4,0,Cloudy
1032,Velachery,2024-06-19 00:00:00,24:31,Truck,22.0,Drunk Driving,3,0,Cloudy
1015,VELACHERY,,13:5,Bus,,overspeed,2,-1,clear
1086,t nagar,2023-11-23 00:00:00,0:29,bus ,17.0,,2,-1,clear
1033,t nagar,2024-04-29 00:00:00,18:17,bike,60.0,Distracted Driving,3,0,Cloudy
1066,OMR,2022-08-08 00:00:00,,,45.0,Distracted Driving,0,3,Cloudy
1073,VELACHERY,,21:5,Car,45.0,Signal Jump,3,1,Rainy
1014,guindy,2024-02-05 00:00:00,10:57,AUTO,30.0,Over Speed,1,1,Rainy
1037,Guindy,2022-03-22 00:00:00,,Car,,Drunk Driving,4,-1,
1024,OMR,2023-06-03 00:00:00,23:17,Truck,60.0,overspeed,3,2,Clear
1083,,2023-03-14 00:00:00,11:64,,60.0,signal jump,0,-1,Rainy
1019,VELACHERY,2023-06-09 00:00:00,24:19,Car,22.0,Over Speed,2,3,RAINY
1063,,28-07-2022,3:29,CAR,60.0,signal jump,0,1,RAINY
1079,Anna Nagar,2023-11-22 00:00:00,14:55,bus ,30.0,Drunk Driving,0,-1,Clear
1035,Porur,2022-09-11 00:00:00,1:1,,17.0,Over Speed,1,0,clear
1069,Velachery,2023-01-23 00:00:00,1:9,,17.0,Distracted Driving,-1,1,
1095,VELACHERY,16-09-2022,21:69,AUTO,60.0,,4,2,Cloudy
1089,Velachery,2023-03-10 00:00:00,5:31,Bike,45.0,Drunk Driving,3,1,Rainy
1057,Tambaram,2023-10-14 00:00:00,1:21,Truck,30.0,,4,1,
1035,t nagar,2022-12-29 00:00:00,6:60,bus ,15.0,Drunk Driving,3,1,clear
1094,T Nagar,08-07-2022,16:51,bike,120.0,Wrong Turn,1,3,
1099,Perungudi,2023-07-15 00:00:00,7:57,Car,60.0,Wrong Turn,1,-1,Rainy
1066,T Nagar,06-01-2024,9:39,,,overspeed,-1,1,clear
1018,OMR,2022-05-23 00:00:00,12:39,Bus,60.0,Over Speed,3,1,Clear
1004,VELACHERY,2022-10-13 00:00:00,,Car,30.0,Drunk Driving,0,0,
1075,Velachery,2022-07-23 00:00:00,20:50,CAR,45.0,Wrong Turn,0,3,Rainy
1096,Chromepet,2022-12-24 00:00:00,8:49,,120.0,Drunk Driving,-1,2,Rainy
1063,OMR,2022-11-02 00:00:00,17:49,bike,120.0,overspeed,0,2,Rainy
1012,,2022-06-25 00:00:00,22:4,,22.0,Distracted Driving,2,0,clear
1090,t nagar,2023-11-23 00:00:00,6:30, truck,15.0,overspeed,3,1,Cloudy
1058,T Nagar,,19:70,Auto,30.0,signal jump,2,-1,
1074,Velachery,17-03-2022,19:53,CAR,60.0,Signal Jump,5,2,Rainy
1015,Guindy,2023-12-02 00:00:00,9:35,Bus,,Signal Jump,5,-1,
1031,OMR,,13:10,,17.0,,1,2,
1062,OMR,2023-05-18 00:00:00,20:33,AUTO,45.0,Signal Jump,5,3,
1042,VELACHERY,2022-01-07 00:00:00,22:58,Car,30.0,,-1,3,Clear
1038,   Anna Nagar,2024-01-28 00:00:00,4:34,CAR,120.0,Distracted Driving,3,2,Clear
1046,VELACHERY,2022-09-20 00:00:00,7:29,,30.0,Wrong Turn,4,-1,RAINY
1018,,2022-12-12 00:00:00,5:54,AUTO,60.0,signal jump,1,0,RAINY
1039,Porur,2022-04-02 00:00:00,22:70,Bike,17.0,Wrong Turn,1,2,Rainy
1003,   Anna Nagar,,9:30,,15.0,,1,2,Rainy
1033,Perungudi,2022-02-24 00:00:00,10:64,CAR,45.0,,-1,2,RAINY
1055,Porur,,1:56,bike,22.0,overspeed,3,2,
1046,OMR,2023-06-07 00:00:00,23:38,Bus,22.0,overspeed,-1,3,RAINY
1016,Velachery,21-07-2022,13:6,Bike,17.0,,-1,0,clear
1055,guindy,2023-06-21 00:00:00,5:67,,30.0,,4,0,Clear
1073,t nagar,30-12-2023,24:29,Truck,60.0,Signal Jump,-1,-1,
1036,   Anna Nagar,2024-04-27 00:00:00,5:46,Car,60.0,Signal Jump,3,2,RAINY
1032,t nagar,2022-05-13 00:00:00,10:41,Car,60.0,,3,-1,RAINY
1041,Perungudi,2023-01-25 00:00:00,,,30.0,Signal Jump,3,3,Clear
1003,guindy,2023-02-09 00:00:00,20:45,Bus,22.0,Distracted Driving,3,-1,RAINY
1012,   Anna Nagar,2022-11-20 00:00:00,1:16,bike,15.0,Distracted Driving,-1,-1,Rainy
1096,Velachery,28-06-2023,16:26,Car,17.0,Drunk Driving,1,-1,
1049,guindy,2022-04-10 00:00:00,8:60,,22.0,Over Speed,1,0,Rainy
1093,   Anna Nagar,2022-11-19 00:00:00,11:50,AUTO,45.0,signal jump,4,-1,RAINY
1057,t nagar,,8:44,,60.0,Distracted Driving,3,3,Cloudy
1048,T Nagar,2024-02-15 00:00:00,0:11,Auto,15.0,Drunk Driving,5,0,clear
1092,,2023-06-03 00:00:00,12:60,bus ,22.0,Signal Jump,-1,2,Cloudy
1038,,16-01-2024,0:48,bus ,17.0,Wrong Turn,5,3,RAINY
1066,T Nagar,,8:31,Auto,45.0,Wrong Turn,5,1,
1060,Anna Nagar,2023-02-16 00:00:00,15:63,,45.0,Wrong Turn,2,1,Rainy
1060,Anna Nagar,2024-05-22 00:00:00,18:14,,60.0,Wrong Turn,-1,-1,Rainy
1097,guindy,2023-11-05 00:00:00,12:55,Car,17.0,Wrong Turn,5,3,clear
1064,Velachery,2024-01-13 00:00:00,,Car,17.0,,2,2,Cloudy
1066,   Anna Nagar,2022-12-02 00:00:00,,Auto,22.0,,2,-1,Rainy
1008,VELACHERY,2024-01-03 00:00:00,,bus ,45.0,Wrong Turn,3,1,Cloudy
1077,OMR,2023-10-26 00:00:00,11:23,Bike,45.0,Distracted Driving,4,0,Clear
1054,Velachery,2022-08-12 00:00:00,,Car,30.0,signal jump,2,2,clear
1021,Anna Nagar,,11:4,Car,22.0,,0,1,Rainy
1065,Guindy,2024-02-12 00:00:00,4:0,Auto,120.0,Over Speed,0,2,Cloudy
1084,,2023-07-08 00:00:00,8:52, truck,17.0,,4,2,RAINY
1056,,2022-07-17 00:00:00,10:51,AUTO,,,4,1,
1031,T Nagar,2022-10-10 00:00:00,14:24,Truck,22.0,,-1,2,clear
1039,Adyar,2023-04-19 00:00:00,21:58,Truck,,,3,1,
1042,t nagar,2023-07-02 00:00:00,10:41,,,Wrong Turn,5,1,
1033,OMR,2022-05-03 00:00:00,,bus ,45.0,,2,2,Rainy
1014,Velachery,2022-05-03 00:00:00,,CAR,30.0,overspeed,1,0,clear
1076,Guindy,,,Auto,22.0,Distracted Driving,0,1,clear
1024,,2022-02-14 00:00:00,11:7,AUTO,30.0,overspeed,3,0,Cloudy
1085,OMR,2023-05-11 00:00:00,8:58,Car,17.0,Distracted Driving,3,-1,RAINY
1081,guindy,2023-06-11 00:00:00,22:59,,,,2,0,
1048,Velachery,,,Car,,,1,2,
1009,Adyar,,5:45,Bike,45.0,overspeed,0,1,
1028,guindy,2023-03-12 00:00:00,13:20,Bike,15.0,Wrong Turn,1,1,clear
1034,Anna Nagar,2023-04-26 00:00:00,0:62,CAR,60.0,Signal Jump,3,0,Cloudy
1076,Anna Nagar,2024-03-23 00:00:00,5:27,Bus,17.0,Distracted Driving,2,3,Clear
1073,t nagar,25-02-2022,10:25,bike,,Over Speed,4,1,clear
1035,t nagar,2023-07-29 00:00:00,1:31,Bike,60.0,Over Speed,1,2,Clear
1085,T Nagar,16-12-2022,2:37,AUTO,15.0,overspeed,-1,3,
1071,Porur,2022-07-31 00:00:00,10:0,AUTO,120.0,,4,1,
1009,Tambaram,2023-03-17 00:00:00,14:52,Car,30.0,overspeed,5,2,clear
1029,Guindy,13-06-2022,,Auto,60.0,signal jump,0,2,Clear
1012,Guindy,2023-11-26 00:00:00,,Bike,45.0,Wrong Turn,4,2,Cloudy
1005,,,21:64, truck,60.0,Drunk Driving,4,-1,Rainy
1072,Anna Nagar,2023-09-13 00:00:00,,bus ,17.0,Over Speed,2,-1,Cloudy
1056,Guindy,,,,60.0,,4,3,clear
1037,OMR,2023-02-15 00:00:00,17:21,Truck,,Signal Jump,4,1,clear
1037,Guindy,2022-07-30 00:00:00,0:62,Auto,30.0,Distracted Driving,1,1,
1041,T Nagar,2022-07-09 00:00:00,12:60,bus ,22.0,Wrong Turn,2,-1,Clear
1073,Adyar,2023-05-09 00:00:00,,Bike,45.0,,1,3,RAINY
1036,VELACHERY,2022-11-26 00:00:00,5:23,Auto,22.0,,5,-1,RAINY
1006,Porur,2023-07-21 00:00:00,18:30,Bike,45.0,,1,3,
1021,Anna Nagar,2022-06-14 00:00:00,7:45,bus ,22.0,,2,3,RAINY
1049,Tambaram,2022-05-12 00:00:00,22:63,Truck,120.0,,3,2,Clear
1065,Tambaram,2022-11-15 00:00:00,2:25, truck,60.0,overspeed,3,1,Rainy
1053,Tambaram,2023-12-20 00:00:00,8:45,AUTO,22.0,,2,2,Rainy
1006,,2022-02-21 00:00:00,25:31,Auto,,overspeed,-1,3,
1059,VELACHERY,2022-03-17 00:00:00,5:66,Auto,22.0,,-1,3,Clear
1002,T Nagar,2023-01-18 00:00:00,,,30.0,,4,3,
1045,Porur,2024-05-19 00:00:00,24:39,Bus,22.0,overspeed,-1,0,RAINY
1097,VELACHERY,2023-01-17 00:00:00,22:43,bus ,15.0,overspeed,0,0,Rainy
1093,VELACHERY,,,Car,17.0,overspeed,2,3,
1048,VELACHERY,2023-01-19 00:00:00,15:70,AUTO,120.0,,3,2,clear
1046,Anna Nagar,2023-06-19 00:00:00,,bus ,17.0,overspeed,1,1,Cloudy
1088,,2023-06-27 00:00:00,6:37,bus ,22.0,Wrong Turn,-1,2,RAINY
1082,   Anna Nagar,16-02-2024,11:19,bus ,15.0,Drunk Driving,0,2,Clear
1036,Porur,2022-10-29 00:00:00,0:50,,45.0,overspeed,-1,3,Cloudy
1002,Adyar,2023-04-29 00:00:00,16:70,Auto,60.0,signal jump,3,0,
1073,OMR,2022-08-17 00:00:00,6:49,Truck,60.0,,3,1,clear
1035,   Anna Nagar,2023-07-07 00:00:00,0:66,,30.0,,4,3,Cloudy
1081,OMR,2024-05-01 00:00:00,16:63, truck,22.0,,0,2,Rainy
1036,Chromepet,2022-04-06 00:00:00,15:2,CAR,22.0,Wrong Turn,2,1,Cloudy
1028,Adyar,2023-03-18 00:00:00,16:35,,120.0,Over Speed,-1,3,
1047,guindy,2023-03-24 00:00:00,5:18,bus ,30.0,overspeed,5,0,Cloudy
1019,OMR,2022-01-10 00:00:00,,AUTO,45.0,Drunk Driving,-1,3,
1002,,2023-12-23 00:00:00,21:2,Car,22.0,,5,-1,
1064,Adyar,2022-10-09 00:00:00,25:28,Car,15.0,overspeed,2,1,Cloudy
1095,Porur,2023-08-10 00:00:00,7:11,,30.0,Signal Jump,1,1,clear
1067,t nagar,2023-01-01 00:00:00,14:28,Auto,22.0,,3,3,Clear
1074,,2023-03-28 00:00:00,4:14,bike,,Wrong Turn,0,2,clear
1035,Porur,2023-12-03 00:00:00,,AUTO,30.0,,-1,2,Cloudy
1053,guindy,06-01-2022,7:15, truck,45.0,Signal Jump,3,1,Cloudy
1007,OMR,2023-11-04 00:00:00,9:67,bike,22.0,Distracted Driving,5,0,Rainy
1072,Chromepet,19-11-2023,9:26,Bike,60.0,,3,-1,Clear
1057,,2022-07-22 00:00:00,13:68,CAR,15.0,overspeed,0,1,RAINY
1092,Tambaram,2023-04-29 00:00:00,, truck,17.0,,2,3,Cloudy
1062,Chromepet,2023-08-07 00:00:00,19:66,,120.0,signal jump,-1,2,RAINY
1037,Adyar,2024-03-04 00:00:00,16:34, truck,45.0,Signal Jump,1,3,clear
1059,Tambaram,2023-10-06 00:00:00,9:52,CAR,15.0,Distracted Driving,2,3,clear
1044,   Anna Nagar,2022-10-03 00:00:00,9:68,CAR,22.0,Distracted Driving,-1,1,RAINY
1054,Chromepet,2022-05-25 00:00:00,4:14,Auto,60.0,,3,3,RAINY
1023,,2022-12-07 00:00:00,25:35,bus ,15.0,Drunk Driving,1,-1,
1006,Velachery,01-08-2022,8:4,,30.0,Wrong Turn,3,2,Rainy
1010,,2024-03-29 00:00:00,24:29,Car,45.0,Signal Jump,2,2,Cloudy
1069,Perungudi,2023-07-11 00:00:00,10:12,Auto,15.0,signal jump,-1,-1,
1021,Perungudi,2022-03-06 00:00:00,,,60.0,Distracted Driving,5,3,Rainy
1029,Tambaram,2022-09-20 00:00:00,15:9,Car,30.0,Over Speed,3,-1,clear
1057,T Nagar,2022-03-02 00:00:00,14:16,,30.0,,3,3,Cloudy
1016,,2023-09-14 00:00:00,3:19,,17.0,,5,2,clear
1012,   Anna Nagar,2022-09-14 00:00:00,5:42,Auto,15.0,Signal Jump,3,-1,Rainy
1090,Tambaram,2022-08-19 00:00:00,15:13,CAR,45.0,Distracted Driving,-1,3,
1019,Anna Nagar,2024-02-28 00:00:00,, truck,15.0,Distracted Driving,3,1,Clear
1048,guindy,10-01-2023,20:4,AUTO,30.0,Signal Jump,-1,0,RAINY
1019,guindy,2022-06-11 00:00:00,,bus ,17.0,,5,2,clear
1068,Porur,,8:11,CAR,15.0,Over Speed,4,3,Clear
1009,Porur,2022-12-13 00:00:00,,AUTO,22.0,Drunk Driving,1,0,Rainy
1047,Velachery,2022-07-14 00:00:00,,Truck,22.0,,-1,3,clear
1013,OMR,10-02-2024,25:49,Auto,17.0,Wrong Turn,-1,2,
1021,guindy,11-06-2024,12:20,Truck,22.0,Signal Jump,0,0,clear
1043,Adyar,,22:54,bike,,Signal Jump,-1,3,Cloudy
1081,VELACHERY,04-11-2023,2:14,,,,4,3,Cloudy
1094,guindy,2023-12-20 00:00:00,13:40,,17.0,signal jump,1,2,Cloudy
1067,   Anna Nagar,2024-01-21 00:00:00,7:56,Bus,45.0,Distracted Driving,-1,-1,
1075,Tambaram,2023-07-03 00:00:00,14:47,Bike,120.0,Drunk Driving,4,3,Cloudy
1042,t nagar,2022-03-15 00:00:00,14:39,bus ,30.0,signal jump,5,0,Cloudy
1052,Adyar,2024-02-10 00:00:00,,AUTO,17.0,Over Speed,5,2,
1088,VELACHERY,2023-04-26 00:00:00,12:11,Bike,,,0,3,Cloudy
1091,T Nagar,2023-05-07 00:00:00,15:56,Truck,17.0,,3,3,RAINY
1042,Tambaram,2022-05-08 00:00:00,5:29,Auto,,overspeed,4,0,Rainy
1068,Perungudi,2022-03-06 00:00:00,18:45,AUTO,22.0,overspeed,3,2,Rainy
1004,T Nagar,2023-11-22 00:00:00,, truck,60.0,signal jump,0,3,Rainy
1086,Tambaram,,,Car,60.0,Drunk Driving,0,2,clear
1051,Perungudi,2023-12-19 00:00:00,3:22,Auto,,Distracted Driving,0,3,Rainy
1030,OMR,2023-05-13 00:00:00,24:19,AUTO,17.0,signal jump,0,1,RAINY
1053,Chromepet,2022-05-09 00:00:00,5:10,bus ,60.0,Distracted Driving,3,-1,
1031,Perungudi,2022-06-24 00:00:00,20:14,bus ,120.0,signal jump,4,3,Clear
1078,   Anna Nagar,2023-04-01 00:00:00,,AUTO,,Distracted Driving,4,0,clear
1071,t nagar,2023-03-22 00:00:00,17:0,,17.0,Over Speed,-1,2,RAINY
1001,Tambaram,2022-06-19 00:00:00,4:70,Auto,15.0,Distracted Driving,3,0,Rainy
1014,Guindy,2023-08-30 00:00:00,23:2,Bike,15.0,,4,3,
1067,Perungudi,2023-05-15 00:00:00,,bike,30.0,overspeed,2,-1,Rainy
1071,Chromepet,2022-10-02 00:00:00,24:67,,22.0,,2,1,
1045,OMR,2023-10-17 00:00:00,,Car,,signal jump,4,0,Rainy
1059,Porur,,,bike,15.0,Signal Jump,-1,0,clear
1050,Guindy,2022-08-05 00:00:00,13:28,,30.0,Over Speed,4,3,RAINY
1054,,2024-02-01 00:00:00,9:63,Auto,15.0,,2,1,Cloudy
1037,Adyar,2024-01-12 00:00:00,8:67, truck,22.0,Signal Jump,-1,-1,clear
1003,Porur,2023-12-31 00:00:00,17:36,Bus,,Over Speed,2,-1,
1065,guindy,2024-02-26 00:00:00,16:36,bus ,17.0,Drunk Driving,5,3,Rainy
1020,Anna Nagar,2022-11-27 00:00:00,15:6,,,Distracted Driving,4,3,RAINY
1010,,2024-01-13 00:00:00,1:56,Bus,120.0,,0,0,Rainy
1062,VELACHERY,2023-02-06 00:00:00,25:50,Auto,15.0,,1,-1,Clear
1099,Adyar,2022-01-08 00:00:00,25:34,Bus,17.0,Signal Jump,2,1,
